FQDN_count,subdomain_length,upper,lower,numeric,entropy,special,labels,labels_max,labels_average,len,subdomain,longest_word,sld,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Fwd Packets/s,Bwd Packets/s,Fwd IAT Mean,Bwd IAT Mean,Flow IAT Mean,Flow Packets/s,Flow Bytes/s
13,0,0,11,0,2.589735285398626,2,2,9,6.0,10,0,4623,8000,1053,2,2,68.0,238.0,34.0,119.0,1899.335233,1899.335233,49.0,2.0,351.0,3798.670465,290598.2906
21,3,0,19,0,2.861442232814234,2,3,13,6.333333333333333,17,1,415,7506,10,2,0,1210.0,0.0,605.0,0.0,200000.0,0.0,10.0,0.0,10.0,200000.0,121000000.0
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,209,2,2,102.0,134.0,51.0,67.0,9569.37799,9569.37799,48.0,48.0,69.66666667,19138.75598,1129186.603
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,61040,2,2,68.0,182.0,34.0,91.0,32.76539974,32.76539974,3.0,3.0,20346.66667,65.53079948,4095.674967
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,32617,200,0,88000.0,0.0,440.0,0.0,6131.7717754545165,0.0,163.90452261306544,0.0,163.90452261306544,6131.7717754545165,2697979.5811999883
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,178,2,2,66.0,98.0,33.0,49.0,11235.95506,11235.95506,2.0,1.0,59.33333333,22471.91011,921348.3146
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,1004055,1,1,65.0,124.0,65.0,124.0,0.995961377,0.995961377,0.0,0.0,1004055.0,1.991922753,188.2367002
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,142,2,2,64.0,96.0,32.0,48.0,14084.50704,14084.50704,3.0,3.0,47.33333333,28169.01408,1126760.563
20,3,0,17,0,3.202819531114783,3,3,12,6.0,16,1,3783,6768,50906,1,1,40.0,94.0,40.0,94.0,19.64404982,19.64404982,0.0,0.0,50906.0,39.28809963,2632.302676
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30152,1,1,58.0,138.0,58.0,138.0,33.16529583,33.16529583,0.0,0.0,30152.0,66.33059167,6500.397984
11,0,0,9,0,1.8575424759098893,2,3,4,3.0,5,0,2580,4651,23638,200,0,88000.0,0.0,440.0,0.0,8460.952703274388,0.0,118.78391959798992,0.0,118.78391959798992,8460.952703274388,3722819.1894407314
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,32111,2,2,88.0,246.0,44.0,123.0,62.28395254,62.28395254,49.0,3.0,10703.66667,124.5679051,10401.42007
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,3,2,0,2762.0,0.0,1381.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,920666666.6666666
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,19382,200,0,88000.0,0.0,440.0,0.0,10318.852543597151,0.0,97.39698492462315,0.0,97.39698492462315,10318.852543597151,4540295.119182747
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,33284,200,0,87280.0,0.0,436.4,0.0,6008.893161879581,0.0,167.25628140703515,0.0,167.25628140703515,6008.893161879581,2622280.9758442496
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,30639,1,1,54.0,118.0,54.0,118.0,32.63814093,32.63814093,0.0,0.0,30639.0,65.27628186,5613.76024
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,57514,200,0,88000.0,0.0,440.0,0.0,3477.414194804743,0.0,289.01507537688417,0.0,289.01507537688417,3477.414194804743,1530062.2457140868
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,223999,194,0,84928.0,0.0,437.7731958762887,0.0,866.0752949789952,0.0,1160.6165803108804,0.0,1160.6165803108804,866.0752949789953,379144.5497524543
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30692,1,1,61.0,77.0,61.0,77.0,32.58178027,32.58178027,0.0,0.0,30692.0,65.16356054,4496.285677
18,0,0,17,0,2.952819531114783,1,2,15,8.5,16,0,3871,6332,33759,200,0,87280.0,0.0,436.4,0.0,5924.34610029918,0.0,169.643216080402,0.0,169.643216080402,5924.34610029918,2585384.6381705618
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,35326077,2,2,113.0,194.0,56.5,97.0,0.056615401,0.056615401,35300000.0,35300000.0,11800000.0,0.113230801,8.690463988
10,0,0,8,0,1.8575424759098893,2,3,4,2.6666666666666665,5,0,3539,6338,233885,1,1,49.0,65.0,49.0,65.0,4.275605533,4.275605533,0.0,0.0,233885.0,8.551211065,487.4190307
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,204,2,2,110.0,222.0,55.0,111.0,9803.921569,9803.921569,48.0,3.0,68.0,19607.84314,1627450.98
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,24492,1,1,49.0,65.0,49.0,65.0,40.82965866,40.82965866,0.0,0.0,24492.0,81.65931733,4654.581088
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30688,200,0,88000.0,0.0,440.0,0.0,6517.205422314913,0.0,154.2110552763819,0.0,154.2110552763819,6517.2054223149125,2867570.385818561
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,291,2,2,60.0,208.0,30.0,104.0,6872.852234,6872.852234,0.0,47.0,97.0,13745.70447,920962.1993
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,299,2,2,96.0,612.0,48.0,306.0,6688.963211,6688.963211,48.0,4.0,99.66666667,13377.92642,2367892.977
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,60324,2,2,62.0,240.0,31.0,120.0,33.15430011,33.15430011,1.0,4.0,20108.0,66.30860023,5006.299317
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,4,2,0,664.0,0.0,332.0,0.0,500000.0,0.0,4.0,0.0,4.0,500000.0,166000000.0
23,0,0,22,0,3.192598564818474,1,2,19,11.0,20,0,1365,9542,31010,1,1,42.0,134.0,42.0,134.0,32.24766204,32.24766204,0.0,0.0,31010.0,64.49532409,5675.58852
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,306,2,2,74.0,352.0,37.0,176.0,6535.947712,6535.947712,1.0,1.0,102.0,13071.89542,1392156.863
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,244,2,2,56.0,568.0,28.0,284.0,8196.721311,8196.721311,4.0,4.0,81.33333333,16393.44262,2557377.049
13,0,0,12,0,2.51424653518228,1,2,9,6.0,10,0,344,3967,198,2,2,82.0,210.0,41.0,105.0,10101.0101,10101.0101,3.0,49.0,66.0,20202.0202,1474747.475
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,31071,2,2,64.0,96.0,32.0,48.0,64.36870394,64.36870394,3.0,4.0,10357.0,128.7374079,5149.496315
16,3,0,14,0,2.530423201028168,2,3,9,4.666666666666667,13,1,344,830,14,2,0,2832.0,0.0,1416.0,0.0,142857.14285714287,0.0,14.0,0.0,14.0,142857.14285714287,202285714.2857143
13,0,0,12,0,2.9631196533066344,1,2,10,6.0,11,0,4642,3233,29767,200,0,88000.0,0.0,440.0,0.0,6718.849732925722,0.0,149.5829145728643,0.0,149.5829145728643,6718.8497329257225,2956293.882487318
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,23978,2,2,66.0,198.0,33.0,99.0,83.40979231,83.40979231,3.0,48.0,7992.666667,166.8195846,11010.09258
13,0,0,12,0,2.389735285398626,1,2,9,6.0,10,0,3166,5607,203,2,2,62.0,364.0,31.0,182.0,9852.216749,9852.216749,3.0,4.0,67.66666667,19704.4335,2098522.167
12,0,0,11,0,1.8208020839342969,1,2,6,5.5,6,0,5673,9909,65346,1,1,94.0,176.0,94.0,176.0,15.30315551,15.30315551,0.0,0.0,65346.0,30.60631102,4131.851988
32,0,32,0,0,2.27626816047492,0,1,32,32.0,33,0,10,158,334,2,2,74.0,234.0,37.0,117.0,5988.023952,5988.023952,47.0,4.0,111.3333333,11976.0479,922155.6886
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,193,2,2,46.0,46.0,23.0,23.0,10362.6943,10362.6943,4.0,3.0,64.33333333,20725.3886,476683.9378
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,60264,200,0,88000.0,0.0,440.0,0.0,3318.730917297225,0.0,302.8341708542715,0.0,302.8341708542715,3318.730917297225,1460241.6036107794
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,28884,174,0,75984.0,0.0,436.6896551724138,0.0,6024.0963855421705,0.0,166.95953757225436,0.0,166.95953757225436,6024.09638554217,2630660.5733277937
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,62434729,3,3,155.0,323.0,51.66666667,107.6666667,0.048050181,0.048050181,31200000.0,31200000.0,12500000.0,0.096100361,7.655995432
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,68589,1,1,56.0,106.0,56.0,106.0,14.57959731,14.57959731,0.0,0.0,68589.0,29.15919462,2361.894764
13,0,0,12,0,1.8575424759098893,1,2,8,6.0,5,0,639,6309,51440,2,2,66.0,578.0,33.0,289.0,38.88024883,38.88024883,3.0,4.0,17146.66667,77.76049767,12519.44012
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,84767,2,2,64.0,272.0,32.0,136.0,23.59408732,23.59408732,4.0,4.0,28255.66667,47.18817464,3963.80667
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,112625,200,0,88000.0,0.0,440.0,0.0,1775.804661487237,0.0,565.9547738693465,0.0,565.9547738693465,1775.804661487237,781354.0510543841
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,855,2,2,82.0,196.0,41.0,98.0,2339.181287,2339.181287,4.0,4.0,285.0,4678.362573,325146.1988
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,568966,4,2,132.0,326.0,33.0,163.0,7.030297065,3.515148533,22987.33333,3.0,113793.2,10.5454456,804.969014
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,31142,2,2,84.0,182.0,42.0,91.0,64.22195106,64.22195106,2.0,49.0,10380.66667,128.4439021,8541.519491
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,76423,2,2,82.0,204.0,41.0,102.0,26.17013203,26.17013203,3.0,48.0,25474.33333,52.34026406,3742.32888
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,200,2,2,70.0,166.0,35.0,83.0,10000.0,10000.0,49.0,48.0,66.66666667,20000.0,1180000.0
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,6,2,0,280.0,0.0,140.0,0.0,333333.33333333326,0.0,6.0,0.0,6.0,333333.33333333326,46666666.66666666
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,47016,2,2,60.0,244.0,30.0,122.0,42.53871023,42.53871023,4.0,2.0,15672.0,85.07742045,6465.883954
10,0,0,9,0,2.4063042189065182,1,2,6,4.5,7,0,5271,1368,30901,2,2,134.0,296.0,67.0,148.0,64.7228245,64.7228245,49.0,48.0,10300.33333,129.445649,13915.40727
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,163,2,2,76.0,132.0,38.0,66.0,12269.93865,12269.93865,3.0,49.0,54.33333333,24539.8773,1276073.62
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,35295,2,2,74.0,154.0,37.0,77.0,56.66525004,56.66525004,4.0,3.0,11765.0,113.3305001,6459.838504
11,0,0,10,0,2.595488890170944,1,2,8,5.0,9,0,2515,1886,2,2,0,56.0,0.0,28.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,28000000.0
12,0,0,11,0,2.789735285398626,1,2,9,5.5,10,0,1779,4988,61710,1,1,49.0,158.0,49.0,158.0,16.20482904,16.20482904,0.0,0.0,61710.0,32.40965808,3354.399611
18,0,0,17,0,3.24643122256795,1,2,14,8.5,15,0,1734,7395,250,2,2,46.0,46.0,23.0,23.0,8000.0,8000.0,48.0,4.0,83.33333333,16000.0,368000.0
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,164,2,2,76.0,108.0,38.0,54.0,12195.12195,12195.12195,3.0,49.0,54.66666667,24390.2439,1121951.22
17,0,0,16,0,2.979764555901284,1,2,14,8.0,15,0,1415,6853,152,2,2,68.0,100.0,34.0,50.0,13157.89474,13157.89474,4.0,4.0,50.66666667,26315.78947,1105263.158
14,0,0,13,0,2.963119653306635,1,2,10,6.5,11,0,2469,4457,2,2,0,2812.0,0.0,1406.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,1406000000.0
10,0,0,8,0,1.4575424759098898,2,3,4,2.6666666666666665,5,0,5243,4346,174,2,2,68.0,158.0,34.0,79.0,11494.25287,11494.25287,3.0,48.0,58.0,22988.50575,1298850.575
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,1,2,0,2390.0,0.0,1195.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,2390000000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,50080,2,2,64.0,96.0,32.0,48.0,39.93610224,39.93610224,3.0,3.0,16693.33333,79.87220447,3194.888179
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,26516,150,0,66000.0,0.0,440.0,0.0,5656.961834364157,0.0,177.95973154362403,0.0,177.95973154362403,5656.961834364157,2489063.207120229
19,0,0,18,0,3.375,1,2,15,9.0,16,0,1513,7920,47,2,0,894.0,0.0,447.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,19021276.59574468
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,61600,2,2,74.0,186.0,37.0,93.0,32.46753247,32.46753247,49.0,48.0,20533.33333,64.93506494,4220.779221
12,3,0,10,0,2.0671680565972257,2,3,5,3.333333333333333,9,1,2171,6319,83,2,0,70.0,0.0,35.0,0.0,24096.38554216868,0.0,83.0,0.0,83.0,24096.38554216868,843373.4939759036
10,0,0,9,0,2.120589933192232,1,2,6,4.5,7,0,788,9290,48206,2,2,64.0,166.0,32.0,83.0,41.48861138,41.48861138,4.0,4.0,16068.66667,82.97722275,4771.190308
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,30377,1,1,55.0,119.0,55.0,119.0,32.91964315,32.91964315,0.0,0.0,30377.0,65.8392863,5728.017908
6,0,0,5,0,1.5,1,2,3,2.5,4,0,1424,2475,17126,54,0,79488.0,0.0,1472.0,0.0,3153.100548873059,0.0,323.1320754716982,0.0,323.1320754716982,3153.100548873059,4641364.007941144
9,0,0,6,2,2.4063042189065182,1,2,6,4.0,7,0,2299,4154,120054,2,2,64.0,242.0,32.0,121.0,16.65917004,16.65917004,3.0,49.0,40018.0,33.31834008,2548.853016
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,25533,2,2,80.0,200.0,40.0,100.0,78.33000431,78.33000431,48.0,4.0,8511.0,156.6600086,10966.2006
10,0,0,8,0,1.5,2,3,3,2.6666666666666665,4,0,3414,6014,212,2,2,76.0,140.0,38.0,70.0,9433.962264,9433.962264,3.0,48.0,70.66666667,18867.92453,1018867.925
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,21205,200,0,88000.0,0.0,440.0,0.0,9431.737797689224,0.0,106.55778894472358,0.0,106.55778894472358,9431.737797689224,4149964.630983258
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,490133,8,0,304.0,0.0,38.0,0.0,16.322100327870192,0.0,70019.0,0.0,70019.0,16.322100327870192,620.2398124590673
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,200,2,2,64.0,320.0,32.0,160.0,10000.0,10000.0,3.0,4.0,66.66666667,20000.0,1920000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,165,2,2,68.0,182.0,34.0,91.0,12121.21212,12121.21212,3.0,3.0,55.0,24242.42424,1515151.515
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,23761,2,2,86.0,206.0,43.0,103.0,84.1715416,84.1715416,3.0,49.0,7920.333333,168.3430832,12289.04507
9,0,0,7,0,1.5,2,3,3,2.333333333333333,4,0,2622,4735,23908,2,2,54.0,86.0,27.0,43.0,83.65400703,83.65400703,3.0,48.0,7969.333333,167.3080141,5855.780492
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,218,2,2,66.0,122.0,33.0,61.0,9174.311927,9174.311927,1.0,1.0,72.66666667,18348.62385,862385.3211
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,30983,2,2,88.0,164.0,44.0,82.0,64.55152826,64.55152826,3.0,4.0,10327.66667,129.1030565,8133.49256
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,19713880,3,3,144.0,280.0,48.0,93.33333333,0.152177045,0.152177045,9841716.5,9808496.0,3942776.0,0.30435409,21.507689
18,3,0,16,0,3.062772055757052,2,3,11,5.333333333333333,15,1,2191,3954,61211,2,2,80.0,192.0,40.0,96.0,32.67386581,32.67386581,3.0,4.0,20403.66667,65.34773162,4443.64575
10,0,0,9,0,1.8575424759098893,1,2,5,4.5,5,0,3774,7016,226,2,2,82.0,138.0,41.0,69.0,8849.557522,8849.557522,50.0,47.0,75.33333333,17699.11504,973451.3274
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,292,2,2,72.0,146.0,36.0,73.0,6849.315068,6849.315068,48.0,48.0,97.33333333,13698.63014,746575.3425
9,0,0,8,0,2.4063042189065182,1,2,6,4.0,7,0,1735,10048,24198,2,2,88.0,198.0,44.0,99.0,82.6514588,82.6514588,48.0,3.0,8066.0,165.3029176,11819.15861
9,0,0,6,2,2.4063042189065182,1,2,6,4.0,7,0,5130,127,23616,1,1,41.0,57.0,41.0,57.0,42.34417344,42.34417344,0.0,0.0,23616.0,84.68834688,4149.728997
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,32216,200,0,88000.0,0.0,440.0,0.0,6208.095356344673,0.0,161.88944723618098,0.0,161.88944723618098,6208.095356344673,2731561.956791656
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,23703,2,2,58.0,250.0,29.0,125.0,84.37750496,84.37750496,3.0,48.0,7901.0,168.7550099,12994.13576
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,134911,4,4,176.0,240.0,44.0,60.0,29.64917612,29.64917612,44935.0,44921.0,19273.0,59.29835225,3083.514317
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,172,2,2,74.0,154.0,37.0,77.0,11627.90698,11627.90698,4.0,4.0,57.33333333,23255.81395,1325581.395
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,51,2,2,64.0,96.0,32.0,48.0,39215.68627,39215.68627,2.0,4.0,17.0,78431.37255,3137254.902
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,158,2,2,78.0,142.0,39.0,71.0,12658.22785,12658.22785,3.0,4.0,52.66666667,25316.4557,1392405.063
13,3,0,10,0,1.4413202900260225,3,4,3,2.5,7,1,2468,4455,173896,1,1,37.0,128.0,37.0,128.0,5.750563555,5.750563555,0.0,0.0,173896.0,11.50112711,948.8429866
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,44,2,0,340.0,0.0,170.0,0.0,45454.545454545456,0.0,44.0,0.0,44.0,45454.545454545456,7727272.727272727
16,10,0,12,0,3.077819531114783,4,3,5,4.666666666666667,16,1,3035,5406,30518,1,1,55.0,116.0,55.0,116.0,32.76754702,32.76754702,0.0,0.0,30518.0,65.53509404,5603.250541
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,5,2,0,2874.0,0.0,1437.0,0.0,400000.0,0.0,5.0,0.0,5.0,400000.0,574800000.0
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,70286,1,1,56.0,164.0,56.0,164.0,14.22758444,14.22758444,0.0,0.0,70286.0,28.45516888,3130.068577
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,31023,2,2,106.0,238.0,53.0,119.0,64.46829771,64.46829771,3.0,49.0,10341.0,128.9365954,11088.54721
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,23477,1,1,82.0,160.0,82.0,160.0,42.5948801,42.5948801,0.0,0.0,23477.0,85.18976019,10307.96098
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,27609,158,0,69232.0,0.0,438.17721518987344,0.0,5722.771559998551,0.0,175.85350318471336,0.0,175.85350318471336,5722.771559998551,2507588.1053279727
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,109245,2,2,70.0,184.0,35.0,92.0,18.30747403,18.30747403,4.0,47.0,36415.0,36.61494805,2325.049201
16,3,0,13,0,1.9528822923277265,3,3,8,4.666666666666667,12,1,135,380,204,2,2,92.0,124.0,46.0,62.0,9803.921569,9803.921569,49.0,3.0,68.0,19607.84314,1058823.529
14,3,0,12,0,2.1897352853986263,2,3,6,4.0,10,1,5764,10102,297568,200,0,87280.0,0.0,436.4,0.0,672.1152812130338,0.0,1495.316582914573,0.0,1495.316582914573,672.1152812130338,293311.1087213679
20,0,0,19,0,3.332030468108352,1,2,16,9.5,17,0,1372,2397,217,2,2,70.0,326.0,35.0,163.0,9216.589862,9216.589862,3.0,48.0,72.33333333,18433.17972,1824884.793
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,210,2,0,2816.0,0.0,1408.0,0.0,9523.809523809525,0.0,210.0,0.0,210.0,9523.809523809525,13409523.80952381
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,174,2,2,68.0,100.0,34.0,50.0,11494.25287,11494.25287,4.0,48.0,58.0,22988.50575,965517.2414
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,94506,1,1,44.0,141.0,44.0,141.0,10.58133875,10.58133875,0.0,0.0,94506.0,21.1626775,1957.547669
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,188,2,2,82.0,276.0,41.0,138.0,10638.29787,10638.29787,3.0,47.0,62.66666667,21276.59574,1904255.319
10,0,0,8,0,0.3112781244591328,2,3,3,2.6666666666666665,4,0,5810,10220,96980,4,4,184.0,288.0,46.0,72.0,41.24561765,41.24561765,32241.66667,17529.0,13854.28571,82.49123531,4866.982883
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,60647,1,1,49.0,100.0,49.0,100.0,16.48886177,16.48886177,0.0,0.0,60647.0,32.97772355,2456.840404
32,0,32,0,0,2.27626816047492,0,1,32,32.0,33,0,10,158,24564,2,2,84.0,362.0,42.0,181.0,81.41996418,81.41996418,48.0,4.0,8188.0,162.8399284,18156.65201
16,10,0,12,0,3.077819531114783,4,3,5,4.666666666666667,16,1,3035,5406,24013,2,2,68.0,482.0,34.0,241.0,83.28821888,83.28821888,4.0,4.0,8004.333333,166.5764378,22904.26019
26,9,0,10,10,2.742337624271511,6,6,7,3.5,13,1,2,38,204,2,0,854.0,0.0,427.0,0.0,9803.921568627453,0.0,204.0,0.0,204.0,9803.921568627453,4186274.509803922
15,0,0,13,0,2.595488890170944,2,3,8,4.333333333333333,9,0,1762,5696,203,2,2,102.0,134.0,51.0,67.0,9852.216749,9852.216749,3.0,3.0,67.66666667,19704.4335,1162561.576
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,42,2,0,1864.0,0.0,932.0,0.0,47619.04761904762,0.0,42.0,0.0,42.0,47619.04761904762,44380952.38095238
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,198,2,2,60.0,248.0,30.0,124.0,10101.0101,10101.0101,3.0,49.0,66.0,20202.0202,1555555.556
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,2,2,0,2722.0,0.0,1361.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,1361000000.0
13,0,0,12,0,2.59948328967027,1,2,10,6.0,11,0,5794,2068,2,2,0,174.0,0.0,87.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,87000000.0
19,0,0,18,0,2.7806390622295662,1,2,15,9.0,16,0,1326,8323,190185,4,2,180.0,222.0,45.0,111.0,21.0321529,10.51607645,10423.0,4.0,38037.0,31.54822936,2113.731367
25,8,0,10,9,2.78621562566106,6,6,7,3.333333333333333,12,1,2,38,33976,1,1,51.0,179.0,51.0,179.0,29.43254062,29.43254062,0.0,0.0,33976.0,58.86508123,6769.484342
14,0,0,13,0,2.9528822923277263,1,2,11,6.5,12,0,1734,3083,1162,8,0,11776.0,0.0,1472.0,0.0,6884.681583476764,0.0,166.0,0.0,166.0,6884.681583476764,10134251.290877797
25,8,0,10,9,2.556641667147437,6,6,7,3.333333333333333,12,1,2,38,158,2,2,100.0,132.0,50.0,66.0,12658.22785,12658.22785,3.0,3.0,52.66666667,25316.4557,1468354.43
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,243,2,2,94.0,350.0,47.0,175.0,8230.452675,8230.452675,49.0,48.0,81.0,16460.90535,1827160.494
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,27487335,2,2,103.0,135.0,51.5,67.5,0.072760782,0.072760782,27400000.0,27400000.0,9162445.0,0.145521565,8.658533103
7,0,0,6,0,1.8575424759098893,1,2,4,3.0,5,0,641,1440,780,2,2,80.0,202.0,40.0,101.0,2564.102564,2564.102564,3.0,3.0,260.0,5128.205128,361538.4615
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,47602,2,2,70.0,326.0,35.0,163.0,42.01504138,42.01504138,4.0,48.0,15867.33333,84.03008277,8318.978194
27,10,0,10,11,2.5704170701729945,6,6,7,3.6666666666666665,14,1,2,38,11,2,0,176.0,0.0,88.0,0.0,181818.18181818185,0.0,11.0,0.0,11.0,181818.18181818185,16000000.0
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,245,2,2,60.0,264.0,30.0,132.0,8163.265306,8163.265306,48.0,48.0,81.66666667,16326.53061,1322448.98
24,7,0,10,8,2.054028744215725,6,6,7,3.1666666666666665,11,1,4,62,5,2,0,1070.0,0.0,535.0,0.0,400000.0,0.0,5.0,0.0,5.0,400000.0,214000000.0
27,10,0,10,11,2.767194748898957,6,6,7,3.6666666666666665,14,1,2,38,152714,4,2,176.0,226.0,44.0,113.0,26.19275247,13.09637623,22732.33333,48.0,30542.8,39.2891287,2632.371623
